Document Title;Authors;Author Affiliations;Publication Title;Date Added To Xplore;Publication Year;Volume;Issue;Start Page;End Page;Abstract;ISSN;ISBNs;DOI;Funding Information;PDF Link;Author Keywords;IEEE Terms;Mesh_Terms;Article Citation Count;Patent Citation Count;Reference Count;License;Online Date;Issue Date;Meeting Date;Publisher;Document Identifier
Using Deep Learning to Detecting Deepfakes;"J. Mallet; R. Dave; N. Seliya; M. Vanamala";"Department of Computer Science, University of Wisconsin – Eau Claire, Eau Claire, WI, USA; Department of Computer Information Science, Minnesota State University, Mankato, Mankato, MN, USA; Department of Computer Science, University of Wisconsin – Eau Claire, Eau Claire, WI, USA; Department of Computer Science, University of Wisconsin – Eau Claire, Eau Claire, WI, USA";2022 9th International Conference on Soft Computing & Machine Intelligence (ISCMI);21 Mar 2023;2022;;;1;5;In the recent years, social media has grown to become a major source of information for many online users. This has given rise to the spread of misinformation through deepfakes. Deepfakes are videos or images that replace one person's face with another computer-generated face, often a more recognizable person in society. With the recent advances in technology, a person with little technological experience can generate these videos. This enables them to mimic a power figure in society, such as a president or celebrity, creating the potential danger of spreading misinformation and other nefarious uses of deepfakes. To combat this online threat, researchers have developed models that are designed to detect deepfakes. This study looks at various deepfake detection models that use deep learning algorithms to combat this looming threat. This survey focuses on providing a comprehensive overview of the current state of deepfake detection models and the unique approaches many researchers take to solving this problem. The benefits, limitations, and suggestions for future work will be thoroughly discussed throughout this paper.;2640-0146;979-8-3503-2088-6;10.1109/ISCMI56532.2022.10068449;"University of Wisconsin-Eau Claire's Office of Research; ";https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10068449;"deep learning;deepfake;fake detection";"Deep learning;Deepfakes;Image recognition;Social networking (online);Face recognition;Machine intelligence";;14;;40;IEEE;21 Mar 2023;26-27 Nov. 2022;26-27 Nov. 2022;IEEE;IEEE Conferences
A Spatio- Temporl Deepfake Video Detection Method Based on TimeSformer-CNN;"Z. Chen; S. Wang; D. Yan; Y. Li";"Institute of Information and Network Security, People's Public Security University of China, Beijing, China; Institute of Criminal Investigation, People's Public Security University of China, Beijing, China; Institute of National Security, People's Public Security University of China, Beijing, China; Institute of Public Economics and Administration, Shanghai University of Finance and Economics, Shanghai, China";2024 Third International Conference on Distributed Computing and Electrical Circuits and Electronics (ICDCECE);12 Jun 2024;2024;;;1;6;In order to improve the accuracy of real-time deepFake video detection, this paper proposes a method based on the EfficientNet-TimeSformer model. Firstly, we use the transfer Xi method to use a pre-trained convolutional network for spatial feature extraction, and introduce a lightweight network for exploration, with an accuracy of 95.26% and an AUC of 95.52, which is very impressive. At the same time, the trainable parameters of the model are only 5,234,124, which is significantly higher than that of other models. Then, we optimize the model through data augmentation such as pre-training and dataset sizing to accommodate larger image sizes and longer video input sequences, so as to enhance the model's ability to process complex video data. The empirical results show that our model performs well in high-resolution videos and longer video sequences, significantly outperforming the performance of traditional convolutional neural networks, taking into account GPU memory limitations. At the same time, some limitations in the study are noted, such as the failure to test video clips longer than 96 frames and some limitations on the Celeb-DF dataset. Future research directions include in-depth research on the interpretability and generalizability of the model, as well as verifying its performance in a wider range of application scenarios.;;979-8-3503-1860-9;10.1109/ICDCECE60827.2024.10549278;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10549278;"deepfake;real-time detection;lightweight;efficientnet-timesformer network";"Deepfakes;Video sequences;Graphics processing units;Streaming media;Real-time systems;Robustness;Data models";;10;;10;IEEE;12 Jun 2024;26-27 April 2024;26-27 April 2024;IEEE;IEEE Conferences
Implementation of Deep Learning Method for Forgery Detection on Social Media;"A. Kohapare; K. Dhongade; R. Sukare; P. Maidamwar";"Department of Computer Science and Engineering, G H Raisoni College of Engineering, Nagpur, India; Department of Computer Science and Engineering, G H Raisoni College of Engineering, Nagpur, India; Department of Computer Science and Engineering, G H Raisoni College of Engineering, Nagpur, India; Department of Computer Science and Engineering, G H Raisoni College of Engineering, Nagpur, India";2024 2nd International Conference on Intelligent Data Communication Technologies and Internet of Things (IDCIoT);22 Mar 2024;2024;;;1579;1583;In recent years, the surge in misinformation and rapid technological advancements has significantly increased the prevalence of media manipulation. The advent of AI-altered videos and sophisticated news content poses a serious threat to media integrity, particularly as these manipulations proliferate on social media platforms, creating challenges in discerning authenticity. The accessibility and user-friendliness of deepfake technology have compounded the issue, making the distinction between genuine and fabricated content increasingly challenging. This presents substantial risks, ranging from the dissemination of false information to fostering a general sense of scepticism toward online visuals. This research aims to comprehensively analyze the process of creating deepfakes and assess their broader societal impact, while also proposing potential solutions to mitigate this problem. The methodology employed has achieved accuracy of 87% that involves utilizing ResN ext, a CNN architecture with LS TM, to analyse fake videos, and error level analysis followed by CNN algorithm to analyse fake images, this research outlines the specific steps and procedures involved in this analytical process.;;979-8-3503-2753-3;10.1109/IDCIoT59759.2024.10467237;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10467237;"Convolutional Neural Network;Deepfake Detection;Erroe Level Analysis;ResNext";"Deepfakes;Visualization;Technological innovation;Social networking (online);Clustering algorithms;Classification algorithms;Convolutional neural networks";;6;;23;IEEE;22 Mar 2024;4-6 Jan. 2024;4-6 Jan. 2024;IEEE;IEEE Conferences
Preserving Integrity: A Binary Classification Approach to Unmasking Artificially Generated Voices in the Age of Deepkakes;"V. Kumar; A. Kapoor; R. R. Chaudhary; L. Gupta; D. Khokhar";"Department of CSE, BVCOE, Delhi, India; Department of CSE, BVCOE, Delhi, India; Department of CSE, BVCOE, Delhi, India; Department of CSE, BVCOE, Delhi, India; Department of CSE, BVCOE, Delhi, India";2024 11th International Conference on Computing for Sustainable Global Development (INDIACom);18 Apr 2024;2024;;;1449;1454;Generative AI uses machine learning techniques like semi-supervised or unsupervised learning algorithms for the creation of digital content such as images, audio, and videos. There are ethical concerns arising from generative AI’s impact on speech technology, specifically, voice cloning and real-time voice conversion. To mitigate the associated risks of privacy breaches and misrepresentation, the research utilizes a DEEP-VOICE dataset that comprises audio clips from eight notable figures, converted using Retrieval-based Voice Conversion to detect Deepfake audio files. Framed as a binary classification problem, statistical analysis reveals significantly different distributions of temporal audio features between real and AI-generated speech. The experimental results show that the Random Forest Classifier over the 5-fold Cross-Validation technique results in a classification accuracy of 98.574%.;;978-93-80544-51-9;10.23919/INDIACom61295.2024.10499177;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10499177;"Artificial Intelligence;Machine Learning;Binary Classification;Deepfake;Audio Detection";"Ethics;Deepfakes;Statistical analysis;Pressing;Privacy breach;Real-time systems;Security";;2;;16;;18 Apr 2024;28 Feb.-1 March 2024;28 Feb.-1 March 2024;IEEE;IEEE Conferences
Fooling the Forgers: A Multi-Stage Framework for Audio Deepfake Detection;"G. S. Kashyap; Z. H. Siddiqui; M. A. Azeez; R. Ali; S. Kumar; N. Kamuni; J. Gao";"Jamia Hamdard, New Delhi, India; Jamia Hamdard, New Delhi, India; Jamia Hamdard, New Delhi, India; DSEU, New Delhi, India; Amazon, Seattle, USA; Tech Mahindra Americas, Texas, USA; University of Virginia, Virginia, USA";ICASSP 2025 - 2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP);7 Mar 2025;2025;;;1;5;Audio deepfakes represent a risk to society as they can deteriorate society’s trust in any audio. In this paper, we present a novel approach for audio deepfake detection using Generative Adversarial Networks (GANs) and contrastive learning in a multi-stage detection framework. In our process, we apply the Pre-trained Models (PTM) to extract all suitable audio phonetics, speaker identity, and other spatial prosodic features or contents, which are crucial for the model. We enhance the model’s performance by utilizing a GAN data augmentation strategy in combination with HiFi-GAN. The Contrastive learning approach is then used for improving the model’s ability to discriminate real speech from fake speech. Our experiments demonstrate that this method is superior to existing methodologies in detection and robustness.;2379-190X;979-8-3503-6874-1;10.1109/ICASSP49660.2025.10888175;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10888175;"Audio Deepfake Detection;Generative Adversarial Networks;Pre-trained Models;Deep Learning;Machine Learning";"Deepfakes;Contrastive learning;Signal processing;Phonetics;Generative adversarial networks;Feature extraction;Data augmentation;Robustness;Data models;Speech processing";;1;;22;IEEE;7 Mar 2025;6-11 April 2025;6-11 April 2025;IEEE;IEEE Conferences
Comprehensive Analysis of Deepfake Detection Models;"M. Khatoon; C. Jaiswal; S. Sokhi; T. Tripathi; U. A. Jogalekar; R. Agrawal";"Department of Computer Science & Engineering, Symbiosis Institute of Technology, Pune Symbiosis International (Deemed University), Pune, India; Department of Computer Science & Engineering, Symbiosis Institute of Technology, Pune Symbiosis International (Deemed University), Pune, India; Department of Computer Science & Engineering, Symbiosis Institute of Technology, Pune Symbiosis International (Deemed University), Pune, India; Department of Computer Science & Engineering, Symbiosis Institute of Technology, Pune Symbiosis International (Deemed University), Pune, India; Department of Computer Science & Engineering, Symbiosis Institute of Technology, Pune Symbiosis International (Deemed University), Pune, India; Department of Computer Science & Engineering, Symbiosis Institute of Technology, Pune Symbiosis International (Deemed University), Pune, India";2025 International Conference on Emerging Trends in Industry 4.0 Technologies (ICETI4T);26 Aug 2025;2025;;;1;6;Deepfake technology being constantly developed at a fast pace, poses a great danger to the authenticity of media content, and thus prompt detection frameworks are required. This paper reviews the state of the art in deepfake detection systems focusing on four shallow deep learning CNN models, XceptionNet, EfficientNetV2M, EfficientNetV2S, InceptionResNetV2. This paper focuses on the datasets and model architectures. The selected metrics are explained which concretize the relevance and versatility of these approaches. The research applies a deep learning method that is resource efficient and cost effective, to resolve important problems such as imbalance in data. The tested cases prove the effectiveness of the models in deepfake detection in regard to several cases. The XceptionNet model recorded 98% accuracy in the classification task using the CelebDF-V2 dataset, while the InceptionResNetV2 model achieved 94% accuracy on the FaceForensics++ dataset.;;979-8-3315-0696-4;10.1109/ICETI4T63625.2025.11132138;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11132138;"Deepfake Detection;XceptionNet;EfficientNet;InceptionResNetV2;Convolutional Neural Networks;Deep Learning;Digital Media Integrity;Algorithm Evaluation";"Deep learning;Measurement;Deepfakes;Accuracy;Reviews;Focusing;Media;Market research;Fourth Industrial Revolution;Convolutional neural networks";;;;16;IEEE;26 Aug 2025;6-7 June 2025;6-7 June 2025;IEEE;IEEE Conferences
Improving Fairness in Synthetic Speech Detectors;"A. K. Singh Yadav; K. Bhagtani; P. Bestagini; E. J. Delp";"Video and Image Processing Lab (VIPER), School of Electrical and Computer Engineering, Purdue University, West Lafayette, Indiana, USA; Video and Image Processing Lab (VIPER), School of Electrical and Computer Engineering, Purdue University, West Lafayette, Indiana, USA; Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milano, Italy; Video and Image Processing Lab (VIPER), School of Electrical and Computer Engineering, Purdue University, West Lafayette, Indiana, USA";2024 58th Asilomar Conference on Signals, Systems, and Computers;4 Apr 2025;2024;;;362;366;Many methods have been proposed which can effectively detect synthetic speech. However, a recent study demonstrates that they exhibit bias and a higher false positive rate for bona fide speech from speakers with stuttering speech-impairment as compared to fluent speakers. This limits deploy-ment of these detectors, as this bias can have significant societal and political consequences and can erode the reputation of social platforms using such detectors. This bias may have arisen from the bias in training data used for these detectors. Creating synthetic and bona fide speech with stuttering, and adding it to the training set for mitigating bias, can be time-consuming. In this work, we propose StutterAug, a set of augmentations that simulate three major types of stuttering in speech, namely repetition, prolongation and blocks. We test StutterAug on 3 synthetic speech detectors and examine bias on stuttering speech using more than 28K bona fide stuttering speech. Our results show that detectors trained with StutterAug have on average 13% less bias relative to detector trained without StutterAug. StutterAug also leads to an average relative improvement of 27.96% in detection performance on ASVspoof2019 dataset and 11.27% in generalization performance on In-the-Wild dataset compared to baseline detectors trained without StutterAug.;2576-2303;979-8-3503-5405-8;10.1109/IEEECONF60004.2024.10942853;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10942853;"speech forensics;synthetic speech detection;deepfake;fairness;stuttering";"Training;Computers;Deepfakes;Forensics;Training data;Detectors;Speech synthesis";;;;43;IEEE;4 Apr 2025;27-30 Oct. 2024;27-30 Oct. 2024;IEEE;IEEE Conferences
Deepfaceguard: A Lightweight CNN Framework for Robust Face Manipulation Detection;"M. Tauseef; L. S. Viji; J. Fenwick";"School of ECE, REVA University, Bengaluru, India; School of ECE, REVA University, Bengaluru, India; School of ECE, REVA University, Bengaluru, India";2025 Third International Conference on Networks, Multimedia and Information Technology (NMITCON);10 Oct 2025;2025;;;1;6;The rapid proliferation of deep-fake technology threatens the credibility of digital media, with face-swap deep fakes posing significant detection challenges due to their high visual fidelity. This paper presents Deep Faceguard, a lightweight CNN-based deepfake detection framework optimized for high accuracy, cross-dataset generalization, and real-time edge deployment. Unlike prior models limited to single-dataset performance, Deep Faceguard integrates transfer learning with Efficient Net and XceptionNet backbones, combined with OpenCV-based facial region alignment to enhance artifact localization. The system effectively detects subtle manipulation artifacts such as illumination inconsistencies, blending anomalies, and edge discontinuities. Trained on FaceForensics ++ and DFDC, it achieves 96.5 % accuracy, 95.8 % precision, 97.2 % recall, and a ROC AUC of 0.982, while cross-dataset testing yields 88.2 % accuracy, indicating robustness to domain shift. Optimized via TensorFlow Lite, Deep Faceguard sustains 45 FPS real-time inference and reduces the model size by 40 % without accuracy loss, making it suitable for scalable and deployment-ready deepfake detection applications.;;979-8-3315-1308-5;10.1109/NMITCON65824.2025.11188219;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11188219;"Deepfake detection;Convolutional Neural Net works (CNNs);face-swap manipulation;digital media forensics;cross-dataset generalization;TensorFlow Lite;real-time infer ence;edge deployment";"Deepfakes;Visualization;Accuracy;Image edge detection;Transfer learning;Media;Real-time systems;Robustness;Convolutional neural networks;Testing";;;;15;IEEE;10 Oct 2025;1-2 Aug. 2025;1-2 Aug. 2025;IEEE;IEEE Conferences
Deepfake Circumvention Using Machine Learning;"M. S; R. D; S. J. A; S. G; A. M";"Department of Computer Science and Engineering, Sri Sairam Institute of Technology, Chennai, India; Department of Computer Science and Engineering, Sri Sairam Institute of Technology, Chennai, India; Department of Computer Science and Engineering, Sri Sairam Institute of Technology, Chennai, India; Department of Computer Science and Engineering, Sri Sairam Institute of Technology, Chennai, India; Department of Computer Science and Engineering, Sri Sairam Institute of Technology, Chennai, India";2024 International Conference on Power, Energy, Control and Transmission Systems (ICPECTS);12 Dec 2024;2024;;;1;6;"Deepfake is an AI-based technology that creates videos which are quite genuine but fake, and propagates massive threats to media credibility and public trust. This paper presents a new deepfake detection system that employs the Vision Transformer (ViT) model that can be easily accessed through web interface built with Streamlit. The strategy is aimed at differentiating fake and original video content with a high degree of efficiency, thus offering the efficient tool for real-time content verification. The addition of confidence scores improves interpretability of the system and as such ideal for application in media authenticity and countering fake news. The platform is easy to use with further plans to enhance the features of the platform such as; ability to notify authorities automatically, real-time video processing, ability to work with multiple languages and ways to share the content through Social media, to add to its uses in protecting the content.";;979-8-3315-0884-5;10.1109/ICPECTS62210.2024.10780152;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10780152;"Deepfake detection;Machine Learning;Online Security;Digital Manipulation;Vision Transformers;Data Pre-processing;Computer Vision";"Deepfakes;Technological innovation;Feedback loop;Computer vision;Social networking (online);Machine learning;Transformers;Control systems;Real-time systems;Reliability";;;;10;IEEE;12 Dec 2024;8-9 Oct. 2024;8-9 Oct. 2024;IEEE;IEEE Conferences
Real-Time Deepfake Video Detection using Machine Learning: A CNN-based Authentication Framework;"S. Babitha; Y. K; D. H. J. V; H. J";"Information Technology, Hindustan Institute of Technology and Science, Chennai; Information Technology, Hindustan Institute of Technology and Science, Chennai; Information Technology, Hindustan Institute of Technology and Science, Chennai; Information Technology, Hindustan Institute of Technology and Science, Chennai";2025 Third International Conference on Augmented Intelligence and Sustainable Systems (ICAISS);24 Jun 2025;2025;;;134;138;Deepfake technology presents significant threats to digital security, misinformation, and privacy. A Convolutional Neural network-based deepfake video detection in real time using optimization techniques to increase the accuracy and computational efficiency is proposed in this paper. The model is trained on the dataset of 15,000 images and uses feature extraction, adaptive loss function, and real-time processing optimization to achieve better performance. The experimental results give competitive results in terms of accuracy, precision, and recall compared to state-of-the-art models like EfficientNet and Xception. The framework is tolerant to adversarial attacks and compression effects. The work done in this direction will be further extended in the future to build transformer-based models for better generalization and adversarial resilience in deepfake detection.;;979-8-3315-0724-4;10.1109/ICAISS61471.2025.11041947;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11041947;"Deepfake Detection;Convolutional Neural Networks (CNNs);Real-Time Video Authentication;Optimization Techniques;Adversarial Robustness";"Deepfakes;Accuracy;Computational modeling;Streaming media;Feature extraction;Transformers;Real-time systems;Robustness;Convolutional neural networks;Optimization";;;;13;IEEE;24 Jun 2025;21-23 May 2025;21-23 May 2025;IEEE;IEEE Conferences
Deepfake Voice Detection: Countering Deepfake Audio with Deep Learning Architectures;"K. K. Ko; S. Wai Wai Tun; M. T. Kyaw; T. Thet Zin";"University of Information Technology, Yangon, Myanmar; University of Information Technology, Yangon, Myanmar; University of Information Technology, Yangon, Myanmar; Faculty of Computer Science, University of Information Technology, Yangon, Myanmar";2025 6th International Conference on Advanced Information Technologies (ICAIT);18 Nov 2025;2025;;;1;6;The active development of the Text-to-Speech (TTS) technology as well as the Voice Conversion (VC) has posed an outstanding danger to the digital security. To overcome this obstacle, this paper will compare and contrast systematically three different deep learning structures, a hybrid CNN-RNN framework that aims to conduct both spectral and temporal artifact processing, a CNN-LSTM ensemble framework exploring the distinctive capabilities of the spatial and temporal processing, and a state-of-the-art system with Wav2Vec2 as a pre-trained feature extractor and as a Light Convolutional Neural Network (LCNN) to make predictions. Although all these architectures operate on the basis of known elements, they are new in the way that they specifically aim at deepfake detection and also they are assessed and evaluated in an unprecedented way in parallel. With experiments on a wide variety of benchmark datasets, such as ASVspoof 2019, WaveFake and FoR, this paper compares the trade-offs between feature-engineered and self-supervised methods. As the results show, CNN + LSTM-based platform can deliver better results, its analysis accuracy is 99.81, because it is able to get deep, context-sensitive representations of unprocessed audio. The present study highlights the symbiosis of organizing various deep learning techniques and establishes a complete reference in future studies in resilient equipment of deepfake voice detecting.;;979-8-3315-7272-3;10.1109/ICAIT68809.2025.11236771;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11236771;"Deepfake;Voice Detection;Wav2Vec2;CNN-RNN;Ensemble Learning";"Deep learning;Deepfakes;Accuracy;Computational modeling;Computer architecture;Feature extraction;Transformers;Data models;Convolutional neural networks;Security";;1;;21;IEEE;18 Nov 2025;3-3 Nov. 2025;3-3 Nov. 2025;IEEE;IEEE Conferences
Detection of Real and Manipulated Videos using the Transfer Learning Approach of Deep-Learning Models;"B. R. Reddy; D. C. Rup; M. Rohith; M. Belwal";"Department of Computer Science and Engineering, Amrita School of Computing, Amrita Vishwa Vidyapeetham, Bengaluru, India; Department of Computer Science and Engineering, Amrita School of Computing, Amrita Vishwa Vidyapeetham, Bengaluru, India; Department of Computer Science and Engineering, Amrita School of Computing, Amrita Vishwa Vidyapeetham, Bengaluru, India; Department of Computer Science and Engineering, Amrita School of Computing, Amrita Vishwa Vidyapeetham, Bengaluru, India";2024 5th IEEE Global Conference for Advancement in Technology (GCAT);20 Mar 2025;2024;;;1;7;Deepfake (manipulated images and videos) identification is critical in multimedia forensics, as it can spread misinformation, threaten privacy, and have legal implications. To address this problem, researchers and practitioners are developing deepfake detection techniques that use deep-learning models and computer vision algorithms to analyse the authenticity of images and videos. This study proposes a novel approach providing robust and scalable deepfake detection by using transfer learning in feature extraction and deep-learning models to train features extracted from the video dataset. The transfer-learning has been experimented with the ResNet, XceptionNet, and VGG16 models for feature extractions. Further, the deep-learning models Long short-term memory (LSTM) and Bidirectional long short-term memory (Bi-LSTM) have been experimented with to train the extracted features. To rigorously test the proposed approach, the data set under the experiment combined the three benchmark datasets - The Deepfake Detection Challenge (DFDC), Celeb-DF, and Face-Forensics++ datasets. The prediction rate achieved was 96 % and above on average by the proposed approach for the datasets under consideration for the experiments. The proposed approach performs better than the state-of-the-art techniques, gaining a higher accuracy of 96% and above.;;979-8-3503-7668-5;10.1109/GCAT62922.2024.10924003;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10924003;"Computer Vision;XceptionNet;ResNet;VGG16;Deepfake Detection;Deep Learning;Transfer Learning";"Deep learning;Deepfakes;Computer vision;Privacy;Computational modeling;Forensics;Transfer learning;Streaming media;Feature extraction;Long short term memory";;;;35;IEEE;20 Mar 2025;4-6 Oct. 2024;4-6 Oct. 2024;IEEE;IEEE Conferences
Blockchain Based Deepfake Video Detection Using Deep Learning;"B. Colaco; B. Patil; S. Gharat; S. Gawande";"Department Of Computer Engineering, Vidyavardhini’s College of Engineering and Technology, India; Department Of Computer Engineering, Vidyavardhini’s College of Engineering and Technology, India; Department Of Computer Engineering, Vidyavardhini’s College of Engineering and Technology, India; Department Of Computer Engineering, Vidyavardhini’s College of Engineering and Technology, India";2025 International Conference on Emerging Trends in Industry 4.0 Technologies (ICETI4T);26 Aug 2025;2025;;;1;7;Deepfake identification has become an essential issue in the digital world as AI generated manipulated videos are being utilized more and more maliciously. In order to provide a trustworthy technique for detecting deep-fake video, proposed system employs an integrated deep learning method involving Long Short-Term Memory (LSTM), ResNeXt, and Convolutional Neural Networks (CNN). CNN and ResNeXt are used to analyze video frames and extract spatial data, whereas LSTM analyzes the temporal dynamics between frames. These obtained features are employed to determine the variations and irregularities frequently found in deepfake movies. The Python and PyTorch frameworks used in the model’s development and implementation provide high accuracy and efficiency. The results are verified as well and safely saved on blockchain, offering an infallible, transparent way to identify deepfakes. The fields of media integrity, digital forensics, and cybersecurity are greatly advanced by this program’s helpful tool for preventing online fraud and disinformation.;;979-8-3315-0696-4;10.1109/ICETI4T63625.2025.11132246;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11132246;"Deepfake Detection;Deep Learning (DL);convolutional Neural Network (CNN);ResNeXt;Long Short-Term Memory (LSTM);Blockchain (BC);Temporal Analysis;Video Processing(VP);PyTorch";"Deep learning;Deepfakes;Social networking (online);Motion pictures;Market research;Spatial databases;Blockchains;Convolutional neural networks;Long short term memory;Python";;;;15;IEEE;26 Aug 2025;6-7 June 2025;6-7 June 2025;IEEE;IEEE Conferences
Deepfake Generation and Detection: Case Study and Challenges;"Y. Patel; S. Tanwar; R. Gupta; P. Bhattacharya; I. E. Davidson; R. Nyameko; S. Aluvala; V. Vimal";"Department of Computer Science and Engineering, Institute of Technology, Nirma University, Ahmedabad, Gujarat, India; Department of Computer Science and Engineering, Institute of Technology, Nirma University, Ahmedabad, Gujarat, India; Department of Computer Science and Engineering, Institute of Technology, Nirma University, Ahmedabad, Gujarat, India; Department of Computer Science and Engineering, Amity School of Engineering and Technology, Amity University, Kolkata, India; Department of Electrical, Electronic and Computer Engineering, African Space Innovation Center, Cape Peninsula University of Technology, Bellville, South Africa; Department of Electrical, Electronic and Computer Engineering, African Space Innovation Center, Cape Peninsula University of Technology, Bellville, South Africa; Department of Computer Science and Artificial Intelligence, SR University, Warangal, Telangana, India; Department of Computer Science and Engineering, Graphic Era Hill University, Dehradun, India";IEEE Access;22 Dec 2023;2023;11;;143296;143323;In smart communities, social media allowed users easy access to multimedia content. With recent advancements in computer vision and natural language processing, machine learning (ML), and deep learning (DL) models have evolved. With advancements in generative adversarial networks (GAN), it has become possible to create fake images/audio/and video streams of a person or use some person’s audio and visual details to fit other environments. Thus, deepfakes are specifically used to disseminate fake information and propaganda on social circles that tarnish the reputation of an individual or an organization. Recently, many surveys have focused on generating and detecting deepfake images, audio, and video streams. Existing surveys are mostly aligned toward detecting deepfake contents, but the generation process is not suitably discussed. To address the survey gap, the paper proposes a comprehensive review of deepfake generation and detection and the different ML/DL approaches to synthesize deepfake contents. We discuss a comparative analysis of deepfake models and public datasets present for deepfake detection purposes. We discuss the implementation challenges and future research directions regarding optimized approaches and models. A unique case study, IBMM is discussed, which presents a multi-modal overview of deepfake detection. The proposed survey would benefit researchers, industry, and academia to study deepfake generation and subsequent detection schemes.;2169-3536;;10.1109/ACCESS.2023.3342107;;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10354308;"Artificial intelligence;Deepfake generation;Deepfake detection;fake content;generative adversarial networks";"Deepfakes;Generative adversarial networks;Feature extraction;Artificial intelligence;Convolutional neural networks;Surveys;Fake news";;101;;113;CCBYNCND;12 Dec 2023;2023;;IEEE;IEEE Journals
Improving Generalization of Deepfake Detection With Data Farming and Few-Shot Learning;"P. Korshunov; S. Marcel";"Biometrics Security and Privacy Group, Idiap Research Institute, Martigny, Switzerland; Biometrics Security and Privacy Group, Idiap Research Institute, Martigny, Switzerland";IEEE Transactions on Biometrics, Behavior, and Identity Science;19 Jul 2022;2022;4;3;386;397;Recent advances in automated video and audio editing tools, generative adversarial networks (GANs), and social media allow creation and fast dissemination of high quality tampered videos, which are generally called deepfakes. Typically, in these videos, a face is swapped with someone else’s using GANs. Accessible open source software and apps for the face swapping led to a wide and rapid dissemination of the generated deepfakes, posing a significant technical challenge for their detection and filtering. In response to the threat, which deepfake videos can pose to our trust in video evidence, several large datasets of deepfake videos and several methods to detect them were proposed recently. However, the proposed methods suffer from a problem of overfitting on the training data and the lack of the generalization across different databases and the generative models. Therefore, in this paper, we investigate the techniques for improving the generalization of deepfake detection methods that can be employed in practical settings. We have selected two popular state of the art deepfake detectors: based on Xception and EfficientNet models, and we use five databases: from Google and Jigsaw, FaceForensics++, DeeperForensics, Celeb-DF, and our own publicly available large dataset DF-Mobio. To improve generalization, we apply different augmentation strategies used during training, including a proposed aggressive ‘data farming’ technique based on random patches. We also tested two few-shot tuning methods, when either a first convolutional layer or a last layer of a pre-trained model is tuned on 100 seconds from a training set of the test database. The experimental results clearly expose the generalization problem of deepfake detection methods, since the accuracy drops significantly when a model is trained on one dataset and evaluated on another. However, the silver lining is that an aggressive augmentation during training and a few-shot tuning on the test database can improve the accuracy of the detection methods in a cross-database scenario. As a side observation, we show the importance of database selection for training and evaluation, as FaceForensics++ is found to be better to use for training, while DeeperForensics is found to be significantly more challenging as a test database.;2637-6407;;10.1109/TBIOM.2022.3143404;"Hasler Foundation’s VERIFAKE Project; Swiss Center for Biometrics Research and Testing; ";https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9684526;"Deepfakes detection;generalization;evaluation;deepfake dataset";"Videos;Information integrity;Databases;Faces;Training;Internet;Social networking (online)";;32;;41;IEEE;18 Jan 2022;July 2022;;IEEE;IEEE Journals
