"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"DeepFake-o-meter: An Open Platform for DeepFake Detection","Y. Li; C. Zhang; P. Sun; L. Ke; Y. Ju; H. Qi; S. Lyu","Ocean University of China, China; University of Chinese Academy of Sciences, China; University of Chinese Academy of Sciences, China; University at Buffalo State University of New York, USA; University at Buffalo State University of New York, USA; University of Chinese Academy of Sciences, China; University at Buffalo State University of New York, USA",2021 IEEE Security and Privacy Workshops (SPW),"8 Jul 2021","2021","","","277","281","In recent years, the advent of deep learning-based techniques and the significant reduction in the cost of computation resulted in the feasibility of creating realistic videos of human faces, commonly known as DeepFakes. The availability of open-source tools to create DeepFakes poses as a threat to the trustworthiness of the online media. In this work, we develop an open-source online platform, known as DeepFake-o-meter, that integrates state-of-the-art DeepFake detection methods and provide a convenient interface for the users. We describe the design and function of DeepFake-o-meter in this work.","","978-1-6654-3732-5","10.1109/SPW53761.2021.00047","National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9474270","Multimedia Forensics;DeepFake Detection;Software Engineering","Privacy;Conferences;Media;Tools;Security;Open source software;Faces","","11","","20","IEEE","8 Jul 2021","27-27 May 2021","27-27 May 2021","IEEE","IEEE Conferences"
"A Hybrid Xception-LSTM Model with Channel and Spatial Attention Mechanism for Deepfake Video Detection","D. Dagar; D. K. Vishwakarma","Dept. of Information Technolgy, Delhi Technological University (DTU), Delhi, India; Dept. of Information Technolgy, Delhi Technological University (DTU), Delhi, India",2023 3rd International Conference on Mobile Networks and Wireless Communications (ICMNWC),"22 Feb 2024","2023","","","1","5","The great strides taken in recent times in image and video manipulation have raised serious concerns. Deepfake technology uses deep learning approaches to create highly realistic, astonishing content. Detecting such videos is the only promising defense against such fraudulent data. To counter the malicious intent of the user, a deepfake detection model is proposed that employs channel and spatial attention mechanisms(CBAM) along with Xception and LSTM pretrained models. Xception uses depthwise separable convolution to capture the latent spatial artifacts. LSTM captures the discrepancies among the manipulated sequences; hence, this hybrid ensembling of models allows the learning of powerful features. The evaluation is performed on the recently proposed Div-DF dataset consisting of varied video manipulation like face swap, facial reenactment, and lip-sync. It shows that the model works well (Accuracy~ 93 % & AUC ~ 0.98) on the diversified dataset and easily beats the score of various state-of-the-art deepfake detection and image classification models.","","979-8-3503-1702-2","10.1109/ICMNWC60182.2023.10435983","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10435983","deepfake detection;deepfake dataset;video manipulation detection;channel attention;spatial attention","Wireless communication;Deep learning;Deepfakes;Image coding;Convolution;Faces;Image classification","","7","","31","IEEE","22 Feb 2024","4-5 Dec. 2023","4-5 Dec. 2023","IEEE","IEEE Conferences"
"A Deepfake detection technique using Recurrent Neural Network and EfficientNet","S. P. Koritala; M. Chimata; S. N. Polavarapu; B. S. Vangapandu; T. K. Gogineni; V. M. Manikandan","Department of Computer Science and Engineering, SRM University Mangalagiri, Andhra Pradesh, India; Department of Computer Science and Engineering, SRM University Mangalagiri, Andhra Pradesh, India; Department of Computer Science and Engineering, SRM University Mangalagiri, Andhra Pradesh, India; Department of Computer Science and Engineering, SRM University Mangalagiri, Andhra Pradesh, India; Department of Computer Science and Engineering, SRM University Mangalagiri, Andhra Pradesh, India; Department of Computer Science and Engineering, SRM University Mangalagiri, Andhra Pradesh, India",2024 15th International Conference on Computing Communication and Networking Technologies (ICCCNT),"4 Nov 2024","2024","","","1","6","A deepfake is a computer-generated image or video that appears to be real but is a fabricated representation created to make an individual appear to be saying or doing something that did not occur. Deepfakes generate misleading or deceptive information by manipulating and superimposing faces onto pre-existing footage using artificial intelligence. This paper introduces a novel approach for deepfake detection through a combination of EfficientNet and Recurrent Neural Networks (RNNs). This method enhances detection efficiency by leveraging the hierarchical features acquired by EfficientNet and employing RNNs, specifically Long Short-Term Memory (LSTM) networks, to capture temporal dependencies. Application of this approach to the Celeb-DF dataset resulted in an accuracy of $\mathbf{9 9. 9 8 \%}$.","2473-7674","979-8-3503-7024-9","10.1109/ICCCNT61001.2024.10723875","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10723875","EfficientNet;Recurrent Neural Network(RNN);LSTM;Deepfake detection","Deepfakes;Accuracy;Recurrent neural networks;Scalability;Feature extraction;Real-time systems;Artificial intelligence;Long short term memory;Faces","","4","","20","IEEE","4 Nov 2024","24-28 June 2024","24-28 June 2024","IEEE","IEEE Conferences"
"A Study on Effective Use of BPM Information in Deepfake Detection","S. -H. Lee; G. -E. Yun; M. Y. Lim; Y. K. Lee","Department of Information Security, Seoul Women's University, Seoul, Republic of Korea; Department of Information Security, Seoul Women's University, Seoul, Republic of Korea; Department of Information Security, Seoul Women's University, Seoul, Republic of Korea; Department of Information Security, Seoul Women's University, Seoul, Republic of Korea",2021 International Conference on Information and Communication Technology Convergence (ICTC),"7 Dec 2021","2021","","","425","427","Recent developments in deepfake technology are increasing new security threats. To solve these issues, various detection methods have been proposed including the methods utilizing biological signals captured by R-PPG. However, existing methods have limitations in terms of detection accuracy and generalized performance. In this paper, we present our approach for R-PPG-based BPM (Beats Per Minute) analysis for effective deepfake detection. With the selected deepfake datasets, we performed (a) comparison and analysis of conditions for BPM processing, and (b) BPM extraction by dividing the face into 16 regions and comparison of BPM in each region. The results showed that our proposed BPM-related properties are effective in deepfake detection.","2162-1233","978-1-6654-2383-0","10.1109/ICTC52510.2021.9621186","IITP(Institute of Information & communications Technology Planning & Evaluation) in 2021(grant numbers:2016-0-00022); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9621186","deepfake;deepfake detection;R-PPG;security","Feature extraction;Biology;Information and communication technology;Security;Faces;Videos;Information integrity","","3","","21","IEEE","7 Dec 2021","20-22 Oct. 2021","20-22 Oct. 2021","IEEE","IEEE Conferences"
"Implementation of Deep Learning Techniques for Deepfake Classification: A comparative study using ResNet-50 and VGG16","K. Yesugade; R. Jadhav","Department of Computer Engineering, Bharati Vidyapeeth (Deemed to be University) College of Engineering, Pune, India; Department of Information Technology, Bharati Vidyapeeth (Deemed to be University) College of Engineering, Pune, India",2024 IEEE Pune Section International Conference (PuneCon),"27 Feb 2025","2024","","","1","5","This work investigates the use and assessment of ResNet-50 and VGG16 deep learning models for detecting deepfake images using the Labelled Faces in the Wild (LFW) dataset. The methodology encompassed thorough preparation of the dataset and the utilisation of both models to differentiate between authentic and altered facial photos. The models' performance was evaluated using fundamental criteria including accuracy, precision, recall, and F1 score. VGG16 demonstrated superior performance compared to ResNet-50, achieving an accuracy of 93.87%, recall of 96.23%, and an F1 score of 94.41%, while ResNet-50 achieved a precision of 92.54%, recall of 95.26%, and F1 score of 93.88%. Although both models achieved good accuracy, VGG16 had superior stability and generalization across the whole dataset. The study determines that VGG16 is the more dependable model for detecting deepfakes on the LFW dataset. It suggests that future efforts should concentrate on enhancing ResNet-50 or creating ensemble methods to enhance detection capabilities.","2831-5022","979-8-3315-2782-2","10.1109/PuneCon63413.2024.10894868","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10894868","Deepfake Detection;VGG16;ResNet50;Image Classification;Deep Learning","Training;Deep learning;Hands;Deepfakes;Accuracy;Stability criteria;Feature extraction;Ensemble learning;Faces;Optimization","","1","","18","IEEE","27 Feb 2025","13-15 Dec. 2024","13-15 Dec. 2024","IEEE","IEEE Conferences"
"Advancing Digital Forensics: Comparative Analysis of Deep Learning Models for Deepfake Detection","M. Chakarverti; A. Goswami; A. Yadav","SCSET, Bennett University, Greater Noida, India; SCSET, Bennett University, Greater Noida, India; SCSET, Bennett University, Greater Noida, India","2024 International Conference on Modeling, Simulation & Intelligent Computing (MoSICom)","18 Feb 2025","2024","","","564","569","Deepfake has significantly advanced the generation of synthetic media capabilities, allowing for the creation of significantly promising fake visual and audio content. This technology manipulates existing media to replace a person’s face and voice, posing severe ethical and security concerns. Deepfakes are increasingly exploited in various cybercrimes, including identity theft, cyber extortion, and the spread of fake news, with over 95% involving obscene content highlighting the growing threat. Hence, the detection of deepfake content is a growing field among researchers. Moving on the same lines, our study compared the six well-known models (i.e., MesoNet, Xception, VGG19, ResNet101, NAS-Net, and MobileNet). A dataset was used that has both real and fake images which was employed for all models to assess their performance. Our results showed that the VGG19 was the most effective model with 83.84% among all six. The results can be used to further push the development of tools and techniques to fight against the digital media tampering that may be helpful for the cybersecurity industry.","","979-8-3315-3331-1","10.1109/MoSICom63082.2024.10881081","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10881081","Cybersecurity;Deepfake Detection;Image Manipulation;Neural Networks","Industries;Deep learning;Deepfakes;Visualization;Ethics;Computational modeling;Identity theft;Digital forensics;Computer crime;Faces","","","","25","IEEE","18 Feb 2025","9-11 Dec. 2024","9-11 Dec. 2024","IEEE","IEEE Conferences"
"Deepfake Detection with NAND Logic Using Two Region Watermarking","S. Kuwahara; S. Arai; Y. Kawachi; H. Kang","Advanced Course of Electrical and Electronic Engineering, National Institute of Technology, Tokyo College, NITTC, Hachioji, Japan; Advanced Course of Electrical and Electronic Engineering, National Institute of Technology, Tokyo College, NITTC, Hachioji, Japan; Department of Electronic Engineering, National Institute of Technology, Tokyo College, NITTC, Hachioji, Japan; Department of Electronic Engineering, National Institute of Technology, Tokyo College, NITTC, Hachioji, Japan",2024 IEEE 13th Global Conference on Consumer Electronics (GCCE),"28 Nov 2024","2024","","","1308","1312","In this paper, we propose a novel method for detecting Deepfakes in video content such as news broadcasts. Deepfake is the techniques to replace parts of images and audio to a high degree using deep learning, and its quality is improving as computing power increases. It can be used to create malicious videos, such as replacing the faces of politicians or company CEOs to instruct fraudulent transactions, raising concerns about the risk of propaganda and fraud, and measures are needed. Previous research has mainly implemented Deepfake content detection using machine learning, but challenges remain, such as low accuracy and difficulty in quickly responding to new Deepfake techniques. In this study, we propose a method that embeds a watermark resistant to linear processing, image processing, and collusion attacks into both the facial and background regions of a single frame in the video. The results of applying our proposed method to 1,000 facial images showed that we could detect Deepfake videos with 100 % accuracy.","2693-0854","979-8-3503-5507-9","10.1109/GCCE62371.2024.10760958","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10760958","Watermarking;Deepfake detection","Resistance;Deep learning;Deepfakes;Accuracy;Image processing;Watermarking;Robustness;Fraud;Logic;Faces","","","","18","IEEE","28 Nov 2024","29 Oct.-1 Nov. 2024","29 Oct.-1 Nov. 2024","IEEE","IEEE Conferences"
"Robust Deepfake Detection via Perturbation Domain Alignment","L. Lu; Y. Wang; L. Zhang; Y. Guo","School of Computer Science and Engineering, Beihang University, Beijing, China; School of Computer Science and Engineering, Beihang University, Beijing, China; Freelancer, Beijing, China; School of Computer Science and Engineering, Beihang University, Beijing, China","ICASSP 2025 - 2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","7 Mar 2025","2025","","","1","5","Deepfake detection becomes vital in distinguishing the real image/videos from the fake ones, which are produced via advanced deep learning based face manipulation techniques. Although existing approaches exhibit decent generalization, they struggle to maintain good robustness against diverse perturbations in practical scenarios. Perturbations, which can induce distortions on the original image/video, such as compression, Gaussian noise, blur, etc., tend to introduce negative impacts on the performance of deepfake detection models. Therefore, in this paper, we propose a novel deepfake detection method, named Robust Deepfake Detection via Perturbation Domain Alignment (PDA-RDD), by exploiting the mechanism of domain alignment. Our approach consider different perturbations as distinct domains, and proposes a paired instance momentum whitening (PIMW) module to align these domains, to effectively remove the sensitive information associated with these perturbations. To further enhance PIMW, we construct an MLP projector (MLPP) to project the encoded feature into a more optimal latent vector. Extensive experiments demonstrate the effectiveness of our method on multiple widely used datasets.","2379-190X","979-8-3503-6874-1","10.1109/ICASSP49660.2025.10890870","National Natural Science Foundation of China; State Key Laboratory of Software Development Environment; Fundamental Research Funds for the Central Universities; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10890870","deepfake detection;robustness;domain alignment","Deep learning;Deepfakes;Image coding;Perturbation methods;Gaussian noise;Robustness;Vectors;Acoustics;Speech processing;Faces","","","","40","IEEE","7 Mar 2025","6-11 April 2025","6-11 April 2025","IEEE","IEEE Conferences"
"AI-Powered Deepfake Detection Using CNN and Vision Transformer Architectures","M. S. Sheikh; U. Kirtonia; N. T. Arthi; M. Al-Imran","Department of Computer Science and Engineering, East West University, Dhaka, Bangladesh; Department of Computer Science and Engineering, East West University, Dhaka, Bangladesh; Department of Computer Science and Engineering, East West University, Dhaka, Bangladesh; Department of Computer Science and Engineering, East West University, Dhaka, Bangladesh",2025 6th International Conference on Big Data Analytics and Practices (IBDAP),"4 Sep 2025","2025","","","179","184","The increasing use of artificial intelligence-generated deepfakes creates major challenges in maintaining digital authenticity. Four AI-based models, consisting of three CNNs and one Vision Transformer, were evaluated using large face image datasets. Data preprocessing and augmentation techniques improved model performance across different scenarios. VFDNET demonstrated superior accuracy with MobileNetV3, showing efficient performance, thereby demonstrating AI's capabilities for dependable deepfake detection.","","979-8-3315-9474-9","10.1109/IBDAP65587.2025.11145852","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11145852","Deepfake Detection;DFCNET;VFDNET;MobileNetV3;ResNet50","Deepfakes;Computer vision;Accuracy;Data preprocessing;Big Data;Transformers;Robustness;Data models;Faces;Residual neural networks","","","","15","IEEE","4 Sep 2025","1-3 Aug. 2025","1-3 Aug. 2025","IEEE","IEEE Conferences"
"A Comparative Analysis of Machine Learning and Deep Learning Approaches in Deepfake Detection","M. Vashistha; S. Jain; S. Pandey; A. Pradhan; S. Tarwani","Artificial Intelligence and Data Science, Vivekananda Institute of Professional Studies - Technical Campus, Delhi, India; Artificial Intelligence and Data Science, Vivekananda Institute of Professional Studies - Technical Campus, Delhi, India; Artificial Intelligence and Data Science, Vivekananda Institute of Professional Studies - Technical Campus, Delhi, India; Artificial Intelligence and Data Science, Vivekananda Institute of Professional Studies - Technical Campus, Delhi, India; Artificial Intelligence and Data Science, Vivekananda Institute of Professional Studies - Technical Campus, Delhi, India",2024 IEEE Region 10 Symposium (TENSYMP),"19 Nov 2024","2024","","","1","8","Deepfakes refer to the visual media where the faces, bodily movements have been digitally altered using some software or program, this has proven to be more of a double edged sword as it also contributes towards content creation and media creation that may be used for positive purposes. To combat this situation, measures to detect deep fake in the media is a credible approach. This work showcases a comparative analysis among 3 Deep Learning as well as 3 Machine Learning algorithms in order to reach a conclusive state of determining the best algorithms that can be implemented for Deepfake detection. For the machine learning algorithms, KNN, SVM and Logistic Regression have been used whereas CNN, TCN and CNN + LSTM have been used for the Deep Learning Algorithm. Detection of deepfakes through these algorithms works by sequentially processing, analyzing and classifying the features on the basis of the dataset fed for the algorithms. The chosen metrics for performing a comparison between each of the algorithms are Accuracy and F1 Score. The development, implementation and comparison of the algorithms was carried out on Google Collab and Jupyter Notebook. Upon comparative analysis of the algorithms between each other, it was found that CNN had the highest accuracy and Fl-score of 0.9409 and 0.7225 respectively with KNN being the worst-performing algorithm with an accuracy 0.5770 and F1 score of 0.4088 respectively.","2642-6102","979-8-3503-6486-6","10.1109/TENSYMP61132.2024.10752209","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10752209","Deepfake Detection;Face Morphing;Convolutional Neural Networks;Machine Learning;Deep Learning;Support Vector Machine;K-Nearest Neighbour;Face Recognition","Deep learning;Deepfakes;Visualization;Machine learning algorithms;Accuracy;Nearest neighbor methods;Media;Prediction algorithms;Feature extraction;Classification algorithms","","1","","21","IEEE","19 Nov 2024","27-29 Sept. 2024","27-29 Sept. 2024","IEEE","IEEE Conferences"
"CDNet: Cluster Decision for Deepfake Detection Generalization","Z. Hou; Z. Hua; K. Zhang; Y. Zhang","Harbin Institute of Technology, Shenzhen, China; Harbin Institute of Technology, Shenzhen, China; Harbin Institute of Technology, Shenzhen, China; Nanjing University of Aeronautics and Astronautics, Nanjing, China",2023 IEEE International Conference on Image Processing (ICIP),"11 Sep 2023","2023","","","3010","3014","The fast development of deepfake generation technology has caused serious security threats to human society. Many deep-fake detection methods have been proposed recently, but most of them can only show high detection performance for the deepfakes generated by the similar techniques with the training dataset. To improve the ability of detecting unseen types of deepfakes, some deepfake detection methods have constructed self-generated datasets to train their models. However, the artifacts on these self-generated datasets are usually caused by some specific face-blending algorithms and lack of generality. In this paper, we propose cluster decision network (CDNet) to improve the deepfake detection generalizability. We design a selective attention module that decides the attention areas by manually cropping the facial areas (e.g., eyes, nose, and lips), which greatly reduce the model size and ensure a small model size. Inspired by the contrastive learning, we also propose a cluster classifier to equally utilize the feature representation. Extensive experiments show that our method outperforms existing state-of-the-art methods in deepfake detection generalizability and has the minimum model size.","","978-1-7281-9835-4","10.1109/ICIP49359.2023.10223180","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10223180","Deepfake detection;Generalizability;Contrastive learning","Training;Deepfakes;Lips;Image processing;Decision making;Nose;Clustering algorithms","","3","","21","IEEE","11 Sep 2023","8-11 Oct. 2023","8-11 Oct. 2023","IEEE","IEEE Conferences"
"Metamorphic Testing for the Deepfake Detection Model","C. Pang; Y. Pan; H. Bai","Southwest University of Science and Technology, Mianyang, Sichuan, China; Southwest University of Science and Technology, Mianyang, Sichuan, China; China Aerodynamics Research and Development Center, Mianyang, Sichuan, China","2023 IEEE 23rd International Conference on Software Quality, Reliability, and Security Companion (QRS-C)","19 Feb 2024","2023","","","1","8","Technological advancements in Deepfake enhance its quality and continuously reduce the application threshold. But the illicit utilization of Deepfake brings potential threats to individuals and the country. For safeguarding facial information security, it is crucial to detect the manipulated images and videos through deepfake detection models. It is an important topic of how to guarantee the accuracy, generalization, and significance of these models. Nevertheless, it is hard to obtain test predictions for deepfake detection models which present a notable testing challenge due to their extensive editing capabilities and uncertainties. In order to alleviate test oracle problem in this field, this paper general metamorphic relations based on the practice application scenario from three categories including image post-processing, image inpainting, and modifying the faces using textual prompts. This study founded the highest inconsistency percentage reaching up to 18.77% and the highest AUC percentage decreased by 12.9%. This paper assesses the effectiveness of these six metamorphic relations by employing five Deepfake detection models and evaluating the models' generalization based on result discrepancies. Experimental results show that metamorphic relations constructed can automatically generate high-quality follow-up test cases for identifying inconsistencies and assessing the models' generalization.","2693-9371","979-8-3503-5939-8","10.1109/QRS-C60940.2023.00012","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10429947","deepfake detection;metamorphic testing;metamorphic relations;generalization","Deepfakes;Uncertainty;Information security;Software quality;Predictive models;Software reliability;Testing","","1","","25","IEEE","19 Feb 2024","22-26 Oct. 2023","22-26 Oct. 2023","IEEE","IEEE Conferences"
"A New Approach to Detect Deepfake Video using Multi-Input Convolutional Neural Network","M. A. Rahman; M. Ehsan Shahmi Chowdhury","Department of Computer Science and Engineering, Green University of Bangladesh, Dhaka, Bangladesh; Department of Computer Science and Engineering, Green University of Bangladesh, Dhaka, Bangladesh",2022 4th International Conference on Sustainable Technologies for Industry 4.0 (STI),"24 Apr 2023","2022","","","1","6","In this modern age, Deepfake videos are spreading around, having a severe impact on the social and personal lives of the general public. Efficient techniques, operating better than others, is hence in the requirement. In this research, combination of many objects like left eye, right eye and mouth shapes from image frames of videos are taken into consideration, thus achieving better accuracy than other detection techniques. In this proposal, deep learning techniques, specially the multi-input Convolution Neural Network, are executed. The proposal firstly detects the face, followed by specific objects such as left eye, right eye and mouth. Then multi-input CNN is applied that classifies the data based on eyes and mouth. After applying multi-input CNN, the accuracy increases impressively. Novel techniques are used to extract specific features like eyes, mouth. Memory storage was a concern for the proposal. Despite this, comparison with other relevant research works proved better accuracy and data analysis.","","978-1-6654-9045-0","10.1109/STI56238.2022.10103229","Green University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10103229","Convolutional Neural Network;DeepFake Detection;Deep Learning;Image Frames;Video Detection","Training;Deep learning;Deepfakes;Shape;Scalability;Mouth;Training data","","","","15","IEEE","24 Apr 2023","17-18 Dec. 2022","17-18 Dec. 2022","IEEE","IEEE Conferences"
"Hybrid Deep Learning-Based Deepfake Detection Using VGG19 and InceptionV3","H. S. Shreyas; A. A. Choudhari; T. Arvind; R. Ugarakhod","Dept. of Electronics and Communication Engineering, PES University, Bengaluru, India; Dept. of Electronics and Communication Engineering, PES University, Bengaluru, India; Dept. of Electronics and Communication Engineering, PES University, Bengaluru, India; Dept. of Electronics and Communication Engineering, PES University, Bengaluru, India",2025 6th International Conference on Data Intelligence and Cognitive Informatics (ICDICI),"2 Sep 2025","2025","","","1672","1677","Deepfake technology has become a significant threat to the authenticity of digital media, cybersecurity and public trust, as it uses AI and machine learning-specifically Generative Adversarial Networks (GANs)-to produce highly realistic fake videos that are increasingly difficult to detect using traditional methods. In response to this growing challenge, this paper proposes a hybrid deep learning model that combines the strengths of two powerful convolutional neural networks: VGG19 and InceptionV3. VGG19 is effective at extracting finegrained texture features, while InceptionV3 excels at capturing complex patterns at multiple scales. The model also incorporates a Multi-Task Cascaded Convolutional Network (MTCNN) for face detection and alignment from video frames. Experimental results on benchmark datasets demonstrate that this hybrid model outperforms the individual models in terms of accuracy, precision, and stability. This research makes valuable contributions to the development of scalable, intelligent systems for multimedia forensics and AI-based digital security.","","979-8-3315-0313-0","10.1109/ICDICI66477.2025.11134949","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11134949","Deepfake Detection;Deep Learning;Hybrid model;VGG19;InceptionV3","Deep learning;Deepfakes;Adaptation models;Accuracy;Forensics;Media;Feature extraction;Transformers;Data models;Convolutional neural networks","","","","13","IEEE","2 Sep 2025","9-11 July 2025","9-11 July 2025","IEEE","IEEE Conferences"
"Visual Deepfake Detection: Review of Techniques, Tools, Limitations, and Future Prospects","N. Ur Rehman Ahmed; A. Badshah; H. Adeel; A. Tajammul; A. Daud; T. Alsahfi","Department of Computing, Hamdard University, Islamabad Campus, Islamabad, Pakistan; Department of Software Engineering, University of Sargodha, Sargodha, Pakistan; Department of Computing, Hamdard University, Islamabad Campus, Islamabad, Pakistan; U.S.-Pakistan Center for Advanced Studies in Water, Mehran University of Engineering and Technology, Jamshoro, Sindh, Pakistan; Faculty of Resilience, Rabdan Academy, Abu Dhabi, United Arab Emirates; Department of Information Systems and Technology, College of Computer Science and Engineering, University of Jeddah, Jeddah, Saudi Arabia",IEEE Access,"3 Jan 2025","2025","13","","1923","1961","In recent years, rapid advancements in deepfakes (incorporating Artificial Intelligence (AI), machine, and deep learning) have updated tools and techniques for manipulating multimedia. Though technology has primarily been utilized for beneficial purposes, such as education and entertainment, it is also used for malicious or unethical tasks to spread disinformation or ruin someone’s dignity, even if it encompasses harassing and blackmailing victims. Deepfakes refer to high-quality and realistic multimedia-manipulated content that has been digitally modified or synthetically generated. We conducted a systematic literature review of deepfake detection to offer an updated overview of existing research work that initially describes the widely accessible deepfake generation tools, classifications, and detection process. We highlighted recent techniques in visual deepfake detection based on the feature representations, grouped into four domains: spatial, temporal, frequency, and spatio-temporal, including their key features and limitations by providing details of existing datasets, together with the potentials of deepfake and its future directions. This study tried to add an updated repository of technological change in deepfake, which could help researchers to develop robust deepfake models.","2169-3536","","10.1109/ACCESS.2024.3523288","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10816641","Deepfake detection;machine learning;deep learning;deepfake applications;deepfake datasets;deepfake generation tools","Deepfakes;Face recognition;Deep learning;Faces;Training;Generators;Decoding;Social networking (online);Generative adversarial networks;Feature extraction","","9","","282","CCBY","27 Dec 2024","2025","","IEEE","IEEE Journals"
"Deepfake Detection through Deep Learning","D. Pan; L. Sun; R. Wang; X. Zhang; R. O. Sinnott","School of Computing and Information Systems, The University of Melbourne, Melbourne, Australia; School of Computing and Information Systems, The University of Melbourne, Melbourne, Australia; School of Computing and Information Systems, The University of Melbourne, Melbourne, Australia; School of Computing and Information Systems, The University of Melbourne, Melbourne, Australia; School of Computing and Information Systems, The University of Melbourne, Melbourne, Australia","2020 IEEE/ACM International Conference on Big Data Computing, Applications and Technologies (BDCAT)","28 Dec 2020","2020","","","134","143","Deepfakes allow for the automatic generation and creation of (fake) video content, e.g. through generative adversarial networks. Deepfake technology is a controversial technology with many wide reaching issues impacting society, e.g. election biasing. Much research has been devoted to developing detection methods to reduce the potential negative impact of deepfakes. Application of neural networks and deep learning is one approach. In this paper, we consider the deepfake detection technologies Xception and MobileNet as two approaches for classification tasks to automatically detect deepfake videos. We utilise training and evaluation datasets from FaceForensics++ comprising four datasets generated using four different and popular deepfake technologies. The results show high accuracy over all datasets with an accuracy varying between 91–98% depending on the deepfake technologies applied. We also developed a voting mechanism that can detect fake videos using the aggregation of all four methods instead of only one.","","978-0-7381-2396-7","10.1109/BDCAT50828.2020.00001","Australian Research Council; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9302547","DeepFake Detection;Xception;MobileNet;FaceForenscis++;Keras;TensorFlow","Videos;Information integrity;Faces;Convolution;Training;Deep learning;Voting","","120","","24","IEEE","28 Dec 2020","7-10 Dec. 2020","7-10 Dec. 2020","IEEE","IEEE Conferences"
"AVoiD-DF: Audio-Visual Joint Learning for Detecting Deepfake","W. Yang; X. Zhou; Z. Chen; B. Guo; Z. Ba; Z. Xia; X. Cao; K. Ren","School of Cyber Science and Technology, Sun Yat-sen University, Shenzhen Campus, Shenzhen, China; School of Software Engineering, University of Electronic Science and Technology of China, Chengdu, China; Zhuque Laboratory, Tencent Security, Shenzhen, China; School of Electronic and Computer Engineering, Peking University, Shenzhen, China; College of Computer Science and Technology, Zhejiang University, Hangzhou, China; College of Cyber Security, Jinan University, Guangzhou, China; School of Cyber Science and Technology, Sun Yat-sen University, Shenzhen Campus, Shenzhen, China; College of Computer Science and Technology, Zhejiang University, Hangzhou, China",IEEE Transactions on Information Forensics and Security,"4 Apr 2023","2023","18","","2015","2029","Recently, deepfakes have raised severe concerns about the authenticity of online media. Prior works for deepfake detection have made many efforts to capture the intra-modal artifacts. However, deepfake videos in real-world scenarios often consist of a combination of audio and visual. In this paper, we propose an Audio-Visual Joint Learning for Detecting Deepfake (AVoiD-DF), which exploits audio-visual inconsistency for multi-modal forgery detection. Specifically, AVoiD-DF begins by embedding temporal-spatial information in Temporal-Spatial Encoder. A Multi-Modal Joint-Decoder is then designed to fuse multi-modal features and jointly learn inherent relationships. Afterward, a Cross-Modal Classifier is devised to detect manipulation with inter-modal and intra-modal disharmony. Since existing datasets for deepfake detection mainly focus on one modality and only cover a few forgery methods, we build a novel benchmark DefakeAVMiT for multi-modal deepfake detection. DefakeAVMiT contains sufficient visuals with corresponding audios, where any one of the modalities may be maliciously modified by multiple deepfake methods. The experimental results on DefakeAVMiT, FakeAVCeleb, and DFDC demonstrate that the AVoiD-DF outperforms many state-of-the-arts in deepfake detection. Our proposed method also yields superior generalization on various forgery techniques.","1556-6021","","10.1109/TIFS.2023.3262148","National Key Research and Development Program of China(grant numbers:2022YFB3103504); Shenzhen Science and Technology Program(grant numbers:20220016); National Natural Science Foundation of China(grant numbers:62261160653,62122032,62172359); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10081373","Deepfake detection;multi-modal;audio-visual;joint learning","Deepfakes;Visualization;Forgery;Detectors;Feature extraction;Faces;Electronic mail","","110","","67","IEEE","27 Mar 2023","2023","","IEEE","IEEE Journals"
