"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Deepfake Voice Detection: Countering Deepfake Audio with Deep Learning Architectures","K. K. Ko; S. Wai Wai Tun; M. T. Kyaw; T. Thet Zin","University of Information Technology, Yangon, Myanmar; University of Information Technology, Yangon, Myanmar; University of Information Technology, Yangon, Myanmar; Faculty of Computer Science, University of Information Technology, Yangon, Myanmar",2025 6th International Conference on Advanced Information Technologies (ICAIT),"18 Nov 2025","2025","","","1","6","The active development of the Text-to-Speech (TTS) technology as well as the Voice Conversion (VC) has posed an outstanding danger to the digital security. To overcome this obstacle, this paper will compare and contrast systematically three different deep learning structures, a hybrid CNN-RNN framework that aims to conduct both spectral and temporal artifact processing, a CNN-LSTM ensemble framework exploring the distinctive capabilities of the spatial and temporal processing, and a state-of-the-art system with Wav2Vec2 as a pre-trained feature extractor and as a Light Convolutional Neural Network (LCNN) to make predictions. Although all these architectures operate on the basis of known elements, they are new in the way that they specifically aim at deepfake detection and also they are assessed and evaluated in an unprecedented way in parallel. With experiments on a wide variety of benchmark datasets, such as ASVspoof 2019, WaveFake and FoR, this paper compares the trade-offs between feature-engineered and self-supervised methods. As the results show, CNN + LSTM-based platform can deliver better results, its analysis accuracy is 99.81, because it is able to get deep, context-sensitive representations of unprocessed audio. The present study highlights the symbiosis of organizing various deep learning techniques and establishes a complete reference in future studies in resilient equipment of deepfake voice detecting.","","979-8-3315-7272-3","10.1109/ICAIT68809.2025.11236771","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11236771","Deepfake;Voice Detection;Wav2Vec2;CNN-RNN;Ensemble Learning","Deep learning;Deepfakes;Accuracy;Computational modeling;Computer architecture;Feature extraction;Transformers;Data models;Convolutional neural networks;Security","","1","","21","IEEE","18 Nov 2025","3-3 Nov. 2025","3-3 Nov. 2025","IEEE","IEEE Conferences"
"GC-ConsFlow: Leveraging Optical Flow Residuals and Global Context for Robust Deepfake Detection","J. Chen; M. Hu; D. Zhang; J. Meng","School of Computer Science and Technology, Changsha University of Science and Technology, Changsha, China; School of Computer Science and Technology, Changsha University of Science and Technology, Changsha, China; School of Computer Science and Technology, Changsha University of Science and Technology, Changsha, China; School of Computer Science and Technology, Changsha University of Science and Technology, Changsha, China",2025 IEEE International Conference on Multimedia and Expo (ICME),"30 Oct 2025","2025","","","1","6","The rapid development of Deepfake technology has enabled the generation of highly realistic manipulated videos, posing severe social and ethical challenges. Existing Deepfake detection methods primarily focused on either spatial or temporal inconsistencies, often neglecting the interplay between the two or suffering from interference caused by natural facial motions. To address these challenges, we propose the global context consistency flow (GC-ConsFlow), a novel dual-stream framework that effectively integrates spatial and temporal features for robust Deepfake detection. The global grouped context aggregation module (GGCA), integrated into the global context-aware frame flow stream (GCAF), enhances spatial feature extraction by aggregating grouped global context information, enabling the detection of subtle, spatial artifacts within frames. The flow-gradient temporal consistency stream (FGTC), rather than directly modeling the residuals, it is used to improve the robustness of temporal feature extraction against the inconsistency introduced by unnatural facial motion using optical flow residuals and gradient-based features. By combining these two streams, GC-ConsFlow demonstrates the effectiveness and robustness in capturing complementary spatiotemporal forgery traces. Extensive experiments show that GC-ConsFlow outperforms existing state-of-the-art methods in detecting Deepfake videos under various compression scenarios.","1945-788X","979-8-3315-9495-4","10.1109/ICME59968.2025.11209351","National Natural Science Foundation of China; Research and Development; Natural Science Foundation of Hunan Province; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11209351","Deepfake Detection;Spatiotemporal Features;Optical Flow Residuals;Global Context Analysis","Deepfakes;Ethics;Noise;Interference;Feature extraction;Robustness;Forgery;Spatiotemporal phenomena;Optical flow;Context modeling","","1","","21","IEEE","30 Oct 2025","30 June-4 July 2025","30 June-4 July 2025","IEEE","IEEE Conferences"
"Hybrid CNN–Transformer Ensemble for Robust Deepfake Video Detection","K. Saksham; A. Agrawal","Indian Institute of Information Technology Allahabad, Prayagraj, Uttar Pradesh, India; Indian Institute of Information Technology Allahabad, Prayagraj, Uttar Pradesh, India",2025 IEEE 6th India Council International Subsections Conference (INDISCON),"2 Dec 2025","2025","","","1","6","The advent of deepfake videos, driven by generative models like GANs, poses an increasingly formidable threat to media integrity and digital security. These manipulations can be detected using models capable of identifying local visual artifacts as well as contextual inconsistencies at a larger scale. In this paper, we introduce a two-level ensemble model based on Convolutional Neural Networks and Vision Transformers to effectively process spatial and temporal patterns in video data. The system proposed here performs $98.97 \%$ on the AVLips dataset and 95.19% on DFDC, showing robust performance across datasets with different compression and manipulation levels. By combining the complementary strengths of CNNs and Transformers, the ensemble enhances reliability and generalization across different conditions. This work is part of building reliable deepfake detection tools for practical use in media verification and forensic analysis.","","979-8-3315-1504-1","10.1109/INDISCON66021.2025.11251858","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11251858","Deepfake Detection;Ensemble Learning;Convolutional Neural Networks (CNNs);Vision Transformers (ViT;CvT);Transfer Learning;Xception Network;Temporal and Spatial Features;ResNet;Cross-Dataset Generalization;Video Forensics","Deepfakes;Computer vision;Visualization;Forensics;Transfer learning;Media;Video compression;Transformers;Convolutional neural networks;Ensemble learning","","","","18","IEEE","2 Dec 2025","21-23 Aug. 2025","21-23 Aug. 2025","IEEE","IEEE Conferences"
"Improving Generalization in Facial Manipulation Detection Using Image Noise Residuals and Temporal Features","M. Atamna; I. Tkachenko; S. Miguet","CNRS, INSA Lyon, UCBL, Centrale Lyon, LIRIS, UMR5205, Univ Lyon, Univ Lyon 2, Bron, France; CNRS, INSA Lyon, UCBL, Centrale Lyon, LIRIS, UMR5205, Univ Lyon, Univ Lyon 2, Bron, France; CNRS, INSA Lyon, UCBL, Centrale Lyon, LIRIS, UMR5205, Univ Lyon, Univ Lyon 2, Bron, France",2023 IEEE International Conference on Image Processing (ICIP),"11 Sep 2023","2023","","","3424","3428","The high visual quality of modern deepfakes raises significant concerns about the trustworthiness of digital media and makes facial tampering detection more challenging. Although current deep learning-based deepfake detectors achieve excellent results when tested on deepfake images or image sequences generated using known methods, generalization—where a trained model is tasked with detecting deepfakes created with previously unseen manipulation techniques—is still a major challenge. In this paper, we investigate the impact of training spatial and spatio-temporal deep learning network architectures in the image noise residual domain using spatial rich model (SRM) filters on generalization performance. To this end, we conduct a series of tests on the manipulation methods of the FaceForensics++, DeeperForensics-1.0 and Celeb-DF datasets, demonstrating the value of image noise residuals and temporal feature exploitation in tackling the generalization task.","","978-1-7281-9835-4","10.1109/ICIP49359.2023.10222043","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10222043","Deepfake detection;video manipulation detection;image forensics;steganalysis features","Training;Deep learning;Deepfakes;Visualization;Sensitivity;Video compression;Feature extraction","","5","","19","IEEE","11 Sep 2023","8-11 Oct. 2023","8-11 Oct. 2023","IEEE","IEEE Conferences"
"Anomaly Detection and Localization for Speech Deepfakes via Feature Pyramid Matching","E. Coletta; D. Salvi; V. Negroni; D. U. Leonzio; P. Bestagini","Dipartimento di Elettronica, Informazione e Bioingegneria (DEIB), Politecnico di Milano, Milano, Italy; Dipartimento di Elettronica, Informazione e Bioingegneria (DEIB), Politecnico di Milano, Milano, Italy; Dipartimento di Elettronica, Informazione e Bioingegneria (DEIB), Politecnico di Milano, Milano, Italy; Dipartimento di Elettronica, Informazione e Bioingegneria (DEIB), Politecnico di Milano, Milano, Italy; Dipartimento di Elettronica, Informazione e Bioingegneria (DEIB), Politecnico di Milano, Milano, Italy",2025 33rd European Signal Processing Conference (EUSIPCO),"17 Nov 2025","2025","","","820","824","The rise of AI-driven generative models has enabled the creation of highly realistic speech deepfakes-synthetic audio signals that can imitate target speakers' voices-raising critical security concerns. Existing methods for detecting speech deepfakes primarily rely on supervised learning, which suffers from two critical limitations: limited generalization to unseen synthesis techniques and a lack of explainability. In this paper, we address these issues by introducing a novel interpretable one-class detection framework, which reframes speech deepfake detection as an anomaly detection task. Our model is trained exclusively on real speech to characterize its distribution, enabling the classification of out-of-distribution samples as synthetically generated. Additionally, our framework produces interpretable anomaly maps during inference, highlighting anomalous regions across both time and frequency domains. This is done through a Student-Teacher Feature Pyramid Matching system, enhanced with Discrepancy Scaling to improve generalization capabilities across unseen data distributions. Extensive evaluations demonstrate the superior performance of our approach compared to the considered baselines, validating the effectiveness of framing speech deepfake detection as an anomaly detection problem.","","978-9-4645-9362-4","10.23919/EUSIPCO63237.2025.11226156","Italian Ministry of Education, University, and Research; European Union(grant numbers:CUP D43C22003080001,PE00000001,CUP D43C22003050001,PE00000014); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11226156","Multimedia Forensics;Audio Forensics;Speech Deepfake;Explainability;Anomaly Detection","Location awareness;Deepfakes;Time-frequency analysis;Forensics;Supervised learning;Statistical distributions;Signal processing;Security;Speech processing;Anomaly detection","","","","30","","17 Nov 2025","8-12 Sept. 2025","8-12 Sept. 2025","IEEE","IEEE Conferences"
"Preserving Visual Authenticity: Block chain-Augmented AI Frameworks for Advanced Digital Deception Recognition and Mitigation","M. Priya; J. Murugesan; P. Bhuvaneswari; M. Rubigha; S. Lalithambikai; B. Mohanraj","Department of Information Technology, Knowledge Institute of Technology, Salem, India; Department of Information Technology, Knowledge Institute of Technology, Salem, India; Department of Computer Science and Engineering, Sona College of Technology, Salem, India; Department of Information Technology, Knowledge Institute of Technology, Salem, India; Department of Information Technology, Knowledge Institute of Technology, Salem, India; Department of Information Technology, Sona College of Technology, Salem, India",2024 5th International Conference on Smart Electronics and Communication (ICOSEC),"24 Oct 2024","2024","","","707","713","The rapid advancements in deep learning have given rise to sophisticated DeepFake technologies, posing significant threats to visual integrity and authenticity in digital media. This paper presents an innovative approach to DeepFake detection and mitigation by integrating blockchain technology with artificial intelligence frameworks. The proposed Blockchain-Augmented AI (BAAI) framework utilizes the immutability and decentralized nature of block chain to enhance the security and reliability of the detection process. Our method involves the development of advanced AI models for detecting DeepFakes, which are then integrated with a blockchain-based ledger to ensure the verifiability and traceability of detection results. In this proposed work, a novel integration of blockchain technology and AI designed to enhance DeepFake detection capabilities. The framework achieves a $97 \%$ accuracy rate, ensuring reliable identification of manipulated media, while maintaining a low false positive rate of 3%. These results highlight the BAAI framework’s effectiveness in minimizing erroneous detections and its robustness in safeguarding digital visual content. In the face of increasingly sophisticated DeepFake technologies, this framework offers a crucial advancement in combating digital deception.","","979-8-3315-0440-3","10.1109/ICOSEC61587.2024.10722740","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10722740","DeepFake Detection;Visual Integrity;Blockchain-Augmented AI (BAAI);Detection Accuracy;False Positives;Detection Precision;Media Authenticity","Deep learning;Deepfakes;Visualization;Prevention and mitigation;Face recognition;Media;Robustness;Blockchains;Security;Artificial intelligence","","2","","20","IEEE","24 Oct 2024","18-20 Sept. 2024","18-20 Sept. 2024","IEEE","IEEE Conferences"
"RLGC: Reconstruction Learning Fusing Gradient and Content Features for Efficient Deepfake Detection","K. Xu; X. Hu; X. Zhou; X. Xu; L. Qi; C. Chen","School of Computer Science and Engineering, Nanjing University of Science and Technology, Nanjing, China; School of Computer Science and Engineering, Nanjing University of Science and Technology, Nanjing, China; Faculty of Business Data Science, Kansai University, Osaka, Japan; School of Computer and Software, Nanjing University of Information Science and Technology, Nanjing, China; College of Computer Science and Technology, China University of Petroleum (East China), Qingdao, China; State Key Laboratory of Multimodal Artificial Intelligence Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China",IEEE Transactions on Consumer Electronics,"13 Dec 2024","2024","70","3","6084","6094","Current deepfake detection methods, which utilize noise features, localized textures, or frequency statistics, may perform well in special domains or forgery methods. But the generalization performance of these methods is often unsatisfactory because of the ignorance of mining intrinsic facial features. To address this problem, we re-evaluated the fusion of image gradient features in neural networks and delved deeper into the intrinsic structure of input images. Consequently, we propose a reconstruction-classification network that initially learns face content and gradient separately from a reconstruction perspective and then detects forged faces by fusing them together. This paper introduces three well-designed components: 1) a dual-branch feature extraction module to excite distributional inconsistencies between real and forged faces; 2) a content-gradient feature fusion module to investigate the relationship between face content and image gradient; 3) a reconstruction disparity based Bi-Directional attention module that guides the model in efficiently categorizing the fused features. Extensive experiments on large-scale benchmark datasets demonstrate that our method significantly enhances performance, especially for generalization ability, compared to state-of-the-art methods.","1558-4127","","10.1109/TCE.2024.3435032","National Natural Science Foundation of China(grant numbers:62172227); National Key Research and Development Program(grant numbers:2021YFF0602101); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10612835","Deepfake detection;deep generative model;multi-scale feature fusion;reconstruction learning","Image reconstruction;Feature extraction;Forgery;Faces;Face recognition;Deepfakes;Generative adversarial networks","","11","","58","IEEE","29 Jul 2024","Aug. 2024","","IEEE","IEEE Journals"
"ISTVT: Interpretable Spatial-Temporal Video Transformer for Deepfake Detection","C. Zhao; C. Wang; G. Hu; H. Chen; C. Liu; J. Tang","Department of Computer Science and Technology, Tongji University, Shanghai, China; Department of Computer Science and Technology, Tongji University, Shanghai, China; Oosto, Belfast, U.K; Alibaba Group, Hangzhou, China; College of Surveying and Geo-Informatics, Tongji University, Shanghai, China; School of Computer Science and Engineering, Nanjing University of Science and Technology, Nanjing, China",IEEE Transactions on Information Forensics and Security,"1 Feb 2023","2023","18","","1335","1348","With the rapid development of Deepfake synthesis technology, our information security and personal privacy have been severely threatened in recent years. To achieve a robust Deepfake detection, researchers attempt to exploit the joint spatial-temporal information in the videos, like using recurrent networks and 3D convolutional networks. However, these spatial-temporal models remain room to improve. Another general challenge for spatial-temporal models is that people do not clearly understand what these spatial-temporal models really learn. To address these two challenges, in this paper, we propose an Interpretable Spatial-Temporal Video Transformer (ISTVT), which consists of a novel decomposed spatial-temporal self-attention and a self-subtract mechanism to capture spatial artifacts and temporal inconsistency for robust Deepfake detection. Thanks to this decomposition, we propose to interpret ISTVT by visualizing the discriminative regions for both spatial and temporal dimensions via the relevance (the pixel-wise importance on the input) propagation algorithm. We conduct extensive experiments on large-scale datasets, including FaceForensics++, FaceShifter, DeeperForensics, Celeb-DF, and DFDC datasets. Our strong performance of intra-dataset and cross-dataset Deepfake detection demonstrates the effectiveness and robustness of our method, and our visualization-based interpretability offers people insights into our model.","1556-6021","","10.1109/TIFS.2023.3239223","National Natural Science Fund of China(grant numbers:62076184,61976158,61976160,62076182); Shanghai Innovation Action Project of Science and Technology(grant numbers:20511100700); Shanghai Natural Science Foundation(grant numbers:22ZR1466700); Fundamental Research Funds for the Central Universities and the State Key Laboratory of Integrated Services Networks, Xidian University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10024806","Deepfake detection;video transformer;deep learning interpretability","Deepfakes;Transformers;Visualization;Task analysis;Electronic mail;Shape;Robustness","","111","","59","IEEE","23 Jan 2023","2023","","IEEE","IEEE Journals"
"Masked Relation Learning for DeepFake Detection","Z. Yang; J. Liang; Y. Xu; X. -Y. Zhang; R. He","Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; Center for Research on Intelligent Perception and Computing, Institute of Automation, Chinese Academy of Sciences, Beijing, China; Center for Research on Intelligent Perception and Computing, Institute of Automation, Chinese Academy of Sciences, Beijing, China; Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; Center for Research on Intelligent Perception and Computing, Institute of Automation, Chinese Academy of Sciences, Beijing, China",IEEE Transactions on Information Forensics and Security,"6 Mar 2023","2023","18","","1696","1708","DeepFake detection aims to differentiate falsified faces from real ones. Most approaches formulate it as a binary classification problem by solely mining the local artifacts and inconsistencies of face forgery, which neglect the relation across local regions. Although several recent works explore local relation learning for DeepFake detection, they overlook the propagation of relational information and lead to limited performance gains. To address these issues, this paper provides a new perspective by formulating DeepFake detection as a graph classification problem, in which each facial region corresponds to a vertex. But relational information with large redundancy hinders the expressiveness of graphs. Inspired by the success of masked modeling, we propose Masked Relation Learning which decreases the redundancy to learn informative relational features. Specifically, a spatiotemporal attention module is exploited to learn the attention features of multiple facial regions. A relation learning module masks partial correlations between regions to reduce redundancy and then propagates the relational information across regions to capture the irregularity from a global view of the graph. We empirically discover that a moderate masking rate (e.g., 50%) brings the best performance gain. Experiments verify the effectiveness of Masked Relation Learning and demonstrate that our approach outperforms the state of the art by 2% AUC on the cross-dataset DeepFake video detection. Code will be available at https://github.com/zimyang/MaskRelation.","1556-6021","","10.1109/TIFS.2023.3249566","National Natural Science Foundation of China(grant numbers:U2003111,U21B2045,62276256); Beijing Nova Program(grant numbers:Z211100002121108); Chinese Association for Artificial Intelligence (CAAI)-Huawei MindSpore Open Fund; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10054130","Multimedia forensics;DeepFake detection;masked learning;relation feature","Deepfakes;Faces;Feature extraction;Forgery;Image edge detection;Correlation;Visualization","","93","","94","IEEE","27 Feb 2023","2023","","IEEE","IEEE Journals"
"Deepfake Forensics Leveraging MobileNetV2 for High Precision Detection","P. Singh; S. Sasikumar; R. S. Geddam; K. Tharun; M. Kavitha; T. Bhuvaneswari","Dept. of Electronics and Communication Engineering, Hindustan Institute of Technology & Science, Chennai, India; Dept. of Electronics and Communication Engineering, Rajalakshmi Institute of Technolog, Chennai, India; Dept. of Electronics and Communication Engineering, Hindustan Institute of Technology & Science, Chennai, India; Dept. of Electronics and Communication Engineering, Hindustan Institute of Technology & Science, Chennai, India; Dept. of Electronics and Communication Engineering, Hindustan Institute of Technology & Science, Chennai, India; Faculty of Engineering and Technology, Multimedia University, Melaka, Malaysia",2025 Multimedia University Engineering Conference (MECON),"10 Dec 2025","2025","","","1","6","This Deepfake technology has emerged as a powerful tool for generating synthetic media, leveraging advancements in artificial intelligence and deep learning to create highly realistic fake images and videos. While deepfakes offer potential benefits in fields such as entertainment, media production, and virtual reality, they also present serious threats, including misinformation, identity fraud, and privacy violations. The ability to detect deepfake content accurately and efficiently is critical in safeguarding digital authenticity and preventing misuse. This research focuses on the development of deepfake detection models using Convolutional Neural Networks (CNNs) and MobileNetV2. Three primary detection methods— handcrafted feature analysis, machine learning-based classification, and artifact detection—were implemented and evaluated. A dataset consisting of 20,000 images, equally split between real and fake, was used for model training and testing, and optimized using dropout regularization, learning rate tuning, and early stopping. The CNN model achieved an accuracy of 90%, while an optimized MobileNetV2 Subtraction model improved detection accuracy to 97% by reducing overfitting and refining hyperparameters. The study underscores the importance of robust deepfake detection frameworks, particularly in an era where manipulated content is becoming increasingly difficult to differentiate from real media. Future enhancements will explore real-time detection solutions and adversarial training techniques to further improve detection accuracy and resilience.","","979-8-3315-5549-8","10.1109/MECON67253.2025.11277038","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11277038","Deepfake detection;Convolutional Neural Networks (CNN);MobileNetV2;artificial intelligence;misinformation","Training;Deep learning;Deepfakes;Solid modeling;Accuracy;Computational modeling;Feature extraction;Real-time systems;Convolutional neural networks;Testing","","","","20","IEEE","10 Dec 2025","21-23 July 2025","21-23 July 2025","IEEE","IEEE Conferences"
"Beyond Deepfake Images: Detecting AI-Generated Videos","D. S. Vahdati; T. D. Nguyen; A. Azizpour; M. C. Stamm","Drexel University, Philadelphia, PA, USA; Drexel University, Philadelphia, PA, USA; Drexel University, Philadelphia, PA, USA; Drexel University, Philadelphia, PA, USA",2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),"27 Sep 2024","2024","","","4397","4408","Recent advances in generative AI have led to the development of techniques to generate visually realistic synthetic video. While a number of techniques have been developed to detect AI-generated synthetic images, in this paper we show that synthetic image detectors are unable to detect synthetic videos. We demonstrate that this is because synthetic video generators introduce substantially different traces than those left by image generators. Despite this, we show that synthetic video traces can be learned, and used to perform reliable synthetic video detection or generator source attribution even after H.264 re-compression. Furthermore, we demonstrate that while detecting videos from new generators through zero-shot transferability is challenging, accurate detection of videos from a new generator can be achieved through few-shot learning.","2160-7516","979-8-3503-6547-4","10.1109/CVPRW63382.2024.00443","Air Force Research Laboratory; National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10678510","Generative AI;Synthetic images;Synthetic Videos;Media Forensics;Deep Neural Networks;Deep Learning;synthetic image detection;synthetic video detection;video forensics;image forensics;Deepfake","Training;Deepfakes;Generative AI;Forensics;Conferences;Detectors;Generators","","7","","98","IEEE","27 Sep 2024","17-18 June 2024","17-18 June 2024","IEEE","IEEE Conferences"
"Deepfake Audio Detection: a Multi Model, Multi Dataset Performance Study Using Deep Learning Architectures","A. Bhardwaj","Dept. of EECE, SSES Sharda University, Greater Noida, India",2025 International Conference on Intelligent Communication Networks and Computational Techniques (ICICNCT),"18 Nov 2025","2025","","","1","6","As AI-generated content rapidly increases, deepfake audio presents a significant risk to digital security and reliability. To address this issue, a hybrid deep learning approach is implemented by integrating convolutional neural networks (CNN) with long short-term memory (LSTM) networks. The framework utilizes both Mel spectrogram and MFCC features to capture intricate spectral and temporal patterns in audio. The model is trained and evaluated on various iterations of a publicly available deepfake audio dataset, which included genuine, normalized, short-length, and re-recorded samples, to guarantee strong performance across different scenarios. The results demonstrate that the CNN+LSTM model reliably exceeds the performance of individual CNN, RNN, LSTM and Transformer models, attaining improved accuracy and reduced error rates. This underscores the advantages of hybrid models in real-world audio forensics and suggests directions for future research focused on enhancing generalization, resilience to noise, and defense against adversarial attacks.","","979-8-3315-8623-2","10.1109/ICICNCT66124.2025.11232782","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11232782","deepfake audio;deep learning;fake speech detection;CNN;RNN;LSTM;transformers","Deep learning;Deepfakes;Accuracy;Error analysis;Transformers;Convolutional neural networks;Reliability;Security;Long short term memory;Spectrogram","","","","15","IEEE","18 Nov 2025","5-6 Sept. 2025","5-6 Sept. 2025","IEEE","IEEE Conferences"
"Robust AI-Synthesized Speech Detection Using Feature Decomposition Learning and Synthesizer Feature Augmentation","K. Zhang; Z. Hua; Y. Zhang; Y. Guo; T. Xiang","School of Computer Science and Technology, Harbin Institute of Technology, Shenzhen, Guangdong, China; School of Computer Science and Technology, Harbin Institute of Technology, Shenzhen, Guangdong, China; School of Computing and Artificial Intelligence, Jiangxi University of Finance and Economics, Nanchang, Jiangsu, China; Alibaba Group, Hangzhou, Zhejiang, China; College of Computer Science, Chongqing University, Chongqing, China",IEEE Transactions on Information Forensics and Security,"10 Jan 2025","2025","20","","871","885","AI-synthesized speech, also known as deepfake speech, has recently raised significant concerns due to the rapid advancement of speech synthesis and speech conversion techniques. Previous works often rely on distinguishing synthesizer artifacts to identify deepfake speech. However, excessive reliance on these specific synthesizer artifacts may result in unsatisfactory performance when addressing speech signals created by unseen synthesizers. In this paper, we propose a robust deepfake speech detection method that employs feature decomposition to learn synthesizer-independent content features as complementary for detection. Specifically, we propose a dual-stream feature decomposition learning strategy that decomposes the learned speech representation using a synthesizer stream and a content stream. The synthesizer stream specializes in learning synthesizer features through supervised training with synthesizer labels. Meanwhile, the content stream focuses on learning synthesizer-independent content features, enabled by a pseudo-labeling-based supervised learning method. This method randomly transforms speech to generate speed and compression labels for training. Additionally, we employ an adversarial learning technique to reduce the synthesizer-related components in the content stream. The final classification is determined by concatenating the synthesizer and content features. To enhance the model’s robustness to different synthesizer characteristics, we further propose a synthesizer feature augmentation strategy that randomly blends the characteristic styles within real and fake audio features and randomly shuffles the synthesizer features with the content features. This strategy effectively enhances the feature diversity and simulates more feature combinations. Experimental results on four deepfake speech benchmark datasets demonstrate that our model achieves state-of-the-art robust detection performance across various evaluation scenarios, including cross-method, cross-dataset, and cross-language evaluations.","1556-6021","","10.1109/TIFS.2024.3520001","National Key Research and Development Program of China(grant numbers:2022YFB3103500); National Natural Science Foundation of China(grant numbers:62071142); Guangdong Basic and Applied Basic Research Foundation(grant numbers:2024A1515012299); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10806877","Deepfake speech detection;feature decomposition;feature augmentation;robust detection","Synthesizers;Deepfakes;Feature extraction;Voice activity detection;Vocoders;Training;Robustness;Spectrogram;Multitasking;Transformers","","5","","61","IEEE","18 Dec 2024","2025","","IEEE","IEEE Journals"
"Open Challenges in Synthetic Speech Detection","L. Cuccovillo; C. Papastergiopoulos; A. Vafeiadis; A. Yaroshchuk; P. Aichroth; K. Votis; D. Tzovaras","Fraunhofer Institute for Digital Media Technology, Ilmenau, Germany; Centre for Research and Technology Hellas, Thessaloniki, Greece; Centre for Research and Technology Hellas, Thessaloniki, Greece; Fraunhofer Institute for Digital Media Technology, Ilmenau, Germany; Fraunhofer Institute for Digital Media Technology, Ilmenau, Germany; Centre for Research and Technology Hellas, Thessaloniki, Greece; Centre for Research and Technology Hellas, Thessaloniki, Greece",2022 IEEE International Workshop on Information Forensics and Security (WIFS),"14 Dec 2022","2022","","","1","6","In this paper the current status and open challenges of synthetic speech detection are addressed. The work comprises an initial analysis of available open datasets and of existing detection methods, a description of the requirements for new research datasets compliant with regulations and better representing real-case scenarios, and a discussion of the desired characteristics of future trustworthy detection methods in terms of both functional and non-functional requirements. Compared to other works, based on specific detection solutions or presenting single dataset of synthetic speeches, our paper is meant to orient future state-of-the-art research in the domain, to quickly lessen the current gap between synthesis and detection approaches.","2157-4774","979-8-3503-0967-6","10.1109/WIFS55849.2022.9975433","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9975433","deepfake;synthetic speech;spoofing detection","Technical requirements;Forensics;Collaboration;Training data;Solids;Regulation;Recording","","21","","46","IEEE","14 Dec 2022","12-16 Dec. 2022","12-16 Dec. 2022","IEEE","IEEE Conferences"
"Fighting Deepfake by Exposing the Convolutional Traces on Images","L. Guarnera; O. Giudice; S. Battiato","Department of Mathematics and Computer Science, University of Catania, Catania, Italy; Department of Mathematics and Computer Science, University of Catania, Catania, Italy; Department of Mathematics and Computer Science, University of Catania, Catania, Italy",IEEE Access,"18 Sep 2020","2020","8","","165085","165098","Advances in Artificial Intelligence and Image Processing are changing the way people interacts with digital images and video. Widespread mobile apps like FACEAPP make use of the most advanced Generative Adversarial Networks (GAN) to produce extreme transformations on human face photos such gender swap, aging, etc. The results are utterly realistic and extremely easy to be exploited even for non-experienced users. This kind of media object took the name of Deepfake and raised a new challenge in the multimedia forensics field: the Deepfake detection challenge. Indeed, discriminating a Deepfake from a real image could be a difficult task even for human eyes but recent works are trying to apply the same technology used for generating images for discriminating them with preliminary good results but with many limitations: employed Convolutional Neural Networks are not so robust, demonstrate to be specific to the context and tend to extract semantics from images. In this paper, a new approach aimed to extract a Deepfake fingerprint from images is proposed. The method is based on the Expectation-Maximization algorithm trained to detect and extract a fingerprint that represents the Convolutional Traces (CT) left by GANs during image generation. The CT demonstrates to have high discriminative power achieving better results than state-of-the-art in the Deepfake detection task also proving to be robust to different attacks. Achieving an overall classification accuracy of over 98%, considering Deepfakes from 10 different GAN architectures not only involved in images of faces, the CT demonstrates to be reliable and without any dependence on image semantic. Finally, tests carried out on Deepfakes generated by FACEAPP achieving 93% of accuracy in the fake detection task, demonstrated the effectiveness of the proposed technique on a real-case scenario.","2169-3536","","10.1109/ACCESS.2020.3023037","iCTLab s.r.l. - Spin-off of University of Catania; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9189772","Deepfake detection;generative adversarial networks;multimedia forensics;image forensics","Information integrity;Videos;Generative adversarial networks;Faces;Task analysis;Computer architecture;Gallium nitride","","101","","31","CCBY","9 Sep 2020","2020","","IEEE","IEEE Journals"
